Reference area,Measure,Unit of measure,Regime,Time Period,Observation Value,Regime Name
Latvia,Implicit subsidy,Percentage of taxable income,Regime 1,2019,0.0,LVA
Latvia,Implicit subsidy,Percentage of investment,Regime 1,2019,0.0,LVA
Latvia,Cost of capital,Percentage of investment,Regime 1,2019,4.1,LVA
Latvia,Effective average tax rate,Percentage of taxable income,Regime 1,2019,0.0,LVA
Latvia,Implicit subsidy,Percentage of investment,Regime 1,2020,0.0,LVA
Latvia,Implicit subsidy,Percentage of taxable income,Regime 1,2020,0.0,LVA
Latvia,Cost of capital,Percentage of investment,Regime 1,2020,4.1,LVA
Latvia,Effective average tax rate,Percentage of taxable income,Regime 1,2020,0.0,LVA
Latvia,Implicit subsidy,Percentage of taxable income,Regime 1,2021,0.0,LVA
Latvia,Cost of capital,Percentage of investment,Regime 1,2021,4.1,LVA
Latvia,Effective average tax rate,Percentage of taxable income,Regime 1,2021,0.0,LVA
Latvia,Implicit subsidy,Percentage of investment,Regime 1,2021,0.0,LVA
Latvia,Implicit subsidy,Percentage of taxable income,Regime 1,2022,0.0,LVA
Latvia,Cost of capital,Percentage of investment,Regime 1,2022,4.1,LVA
Latvia,Effective average tax rate,Percentage of taxable income,Regime 1,2022,0.0,LVA
Latvia,Implicit subsidy,Percentage of investment,Regime 1,2022,0.0,LVA
Latvia,Implicit subsidy,Percentage of taxable income,Regime 1,2023,0.0,LVA
Latvia,Cost of capital,Percentage of investment,Regime 1,2023,4.1,LVA
Latvia,Effective average tax rate,Percentage of taxable income,Regime 1,2023,0.0,LVA
Latvia,Implicit subsidy,Percentage of investment,Regime 1,2023,0.0,LVA
Lithuania,Implicit subsidy,Percentage of investment,Regime 1,2000,0.0,IP taxation regime - LTU
Lithuania,Implicit subsidy,Percentage of taxable income,Regime 1,2000,0.0,IP taxation regime - LTU
Lithuania,Cost of capital,Percentage of investment,Regime 1,2000,4.18,IP taxation regime - LTU
Lithuania,Effective average tax rate,Percentage of taxable income,Regime 1,2000,20.95,IP taxation regime - LTU
Lithuania,Implicit subsidy,Percentage of investment,Regime 1,2001,0.0,IP taxation regime - LTU
Lithuania,Implicit subsidy,Percentage of taxable income,Regime 1,2001,0.0,IP taxation regime - LTU
Lithuania,Cost of capital,Percentage of investment,Regime 1,2001,4.18,IP taxation regime - LTU
Lithuania,Effective average tax rate,Percentage of taxable income,Regime 1,2001,20.95,IP taxation regime - LTU
Lithuania,Implicit subsidy,Percentage of investment,Regime 1,2002,0.0,IP taxation regime - LTU
Lithuania,Implicit subsidy,Percentage of taxable income,Regime 1,2002,0.0,IP taxation regime - LTU
Lithuania,Cost of capital,Percentage of investment,Regime 1,2002,4.15,IP taxation regime - LTU
Lithuania,Effective average tax rate,Percentage of taxable income,Regime 1,2002,13.09,IP taxation regime - LTU
Lithuania,Implicit subsidy,Percentage of investment,Regime 1,2003,0.0,IP taxation regime - LTU
Lithuania,Implicit subsidy,Percentage of taxable income,Regime 1,2003,0.0,IP taxation regime - LTU
Lithuania,Cost of capital,Percentage of investment,Regime 1,2003,4.15,IP taxation regime - LTU
Lithuania,Effective average tax rate,Percentage of taxable income,Regime 1,2003,13.09,IP taxation regime - LTU
Lithuania,Implicit subsidy,Percentage of investment,Regime 1,2004,0.0,IP taxation regime - LTU
Lithuania,Cost of capital,Percentage of investment,Regime 1,2004,4.15,IP taxation regime - LTU
Lithuania,Implicit subsidy,Percentage of taxable income,Regime 1,2004,0.0,IP taxation regime - LTU
Lithuania,Effective average tax rate,Percentage of taxable income,Regime 1,2004,13.09,IP taxation regime - LTU
Lithuania,Implicit subsidy,Percentage of investment,Regime 1,2005,0.0,IP taxation regime - LTU
Lithuania,Cost of capital,Percentage of investment,Regime 1,2005,4.15,IP taxation regime - LTU
Lithuania,Implicit subsidy,Percentage of taxable income,Regime 1,2005,0.0,IP taxation regime - LTU
Lithuania,Effective average tax rate,Percentage of taxable income,Regime 1,2005,13.09,IP taxation regime - LTU
Lithuania,Implicit subsidy,Percentage of investment,Regime 1,2006,0.0,IP taxation regime - LTU
Lithuania,Cost of capital,Percentage of investment,Regime 1,2006,4.16,IP taxation regime - LTU
Lithuania,Implicit subsidy,Percentage of taxable income,Regime 1,2006,0.0,IP taxation regime - LTU
Lithuania,Effective average tax rate,Percentage of taxable income,Regime 1,2006,16.58,IP taxation regime - LTU
Lithuania,Implicit subsidy,Percentage of investment,Regime 1,2007,0.0,IP taxation regime - LTU
Lithuania,Cost of capital,Percentage of investment,Regime 1,2007,4.16,IP taxation regime - LTU
Lithuania,Implicit subsidy,Percentage of taxable income,Regime 1,2007,0.0,IP taxation regime - LTU
Lithuania,Effective average tax rate,Percentage of taxable income,Regime 1,2007,15.71,IP taxation regime - LTU
Lithuania,Implicit subsidy,Percentage of investment,Regime 1,2008,0.0,IP taxation regime - LTU
Lithuania,Cost of capital,Percentage of investment,Regime 1,2008,4.15,IP taxation regime - LTU
Lithuania,Implicit subsidy,Percentage of taxable income,Regime 1,2008,0.0,IP taxation regime - LTU
Lithuania,Effective average tax rate,Percentage of taxable income,Regime 1,2008,13.09,IP taxation regime - LTU
Lithuania,Implicit subsidy,Percentage of investment,Regime 1,2009,0.0,IP taxation regime - LTU
Lithuania,Cost of capital,Percentage of investment,Regime 1,2009,4.17,IP taxation regime - LTU
Lithuania,Implicit subsidy,Percentage of taxable income,Regime 1,2009,0.0,IP taxation regime - LTU
Lithuania,Effective average tax rate,Percentage of taxable income,Regime 1,2009,17.46,IP taxation regime - LTU
Lithuania,Implicit subsidy,Percentage of investment,Regime 1,2010,0.0,IP taxation regime - LTU
Lithuania,Cost of capital,Percentage of investment,Regime 1,2010,4.15,IP taxation regime - LTU
Lithuania,Implicit subsidy,Percentage of taxable income,Regime 1,2010,0.0,IP taxation regime - LTU
Lithuania,Effective average tax rate,Percentage of taxable income,Regime 1,2010,13.09,IP taxation regime - LTU
Lithuania,Implicit subsidy,Percentage of investment,Regime 1,2011,0.0,IP taxation regime - LTU
Lithuania,Cost of capital,Percentage of investment,Regime 1,2011,4.15,IP taxation regime - LTU
Lithuania,Implicit subsidy,Percentage of taxable income,Regime 1,2011,0.0,IP taxation regime - LTU
Lithuania,Effective average tax rate,Percentage of taxable income,Regime 1,2011,13.09,IP taxation regime - LTU
Lithuania,Implicit subsidy,Percentage of investment,Regime 1,2012,0.0,IP taxation regime - LTU
Lithuania,Cost of capital,Percentage of investment,Regime 1,2012,4.15,IP taxation regime - LTU
Lithuania,Implicit subsidy,Percentage of taxable income,Regime 1,2012,0.0,IP taxation regime - LTU
Lithuania,Effective average tax rate,Percentage of taxable income,Regime 1,2012,13.09,IP taxation regime - LTU
Lithuania,Implicit subsidy,Percentage of investment,Regime 1,2013,0.0,IP taxation regime - LTU
Lithuania,Cost of capital,Percentage of investment,Regime 1,2013,4.15,IP taxation regime - LTU
Lithuania,Implicit subsidy,Percentage of taxable income,Regime 1,2013,0.0,IP taxation regime - LTU
Lithuania,Effective average tax rate,Percentage of taxable income,Regime 1,2013,13.09,IP taxation regime - LTU
Lithuania,Implicit subsidy,Percentage of investment,Regime 1,2014,0.0,IP taxation regime - LTU
Lithuania,Cost of capital,Percentage of investment,Regime 1,2014,4.15,IP taxation regime - LTU
Lithuania,Implicit subsidy,Percentage of taxable income,Regime 1,2014,0.0,IP taxation regime - LTU
Lithuania,Effective average tax rate,Percentage of taxable income,Regime 1,2014,13.09,IP taxation regime - LTU
Lithuania,Implicit subsidy,Percentage of investment,Regime 1,2015,0.0,IP taxation regime - LTU
Lithuania,Cost of capital,Percentage of investment,Regime 1,2015,4.15,IP taxation regime - LTU
Lithuania,Implicit subsidy,Percentage of taxable income,Regime 1,2015,0.0,IP taxation regime - LTU
Lithuania,Effective average tax rate,Percentage of taxable income,Regime 1,2015,13.09,IP taxation regime - LTU
Lithuania,Implicit subsidy,Percentage of investment,Regime 1,2016,0.0,IP taxation regime - LTU
Lithuania,Cost of capital,Percentage of investment,Regime 1,2016,4.15,IP taxation regime - LTU
Lithuania,Implicit subsidy,Percentage of taxable income,Regime 1,2016,0.0,IP taxation regime - LTU
Lithuania,Effective average tax rate,Percentage of taxable income,Regime 1,2016,13.09,IP taxation regime - LTU
Lithuania,Implicit subsidy,Percentage of investment,Regime 1,2017,0.0,IP taxation regime - LTU
Lithuania,Cost of capital,Percentage of investment,Regime 1,2017,4.15,IP taxation regime - LTU
Lithuania,Implicit subsidy,Percentage of taxable income,Regime 1,2017,0.0,IP taxation regime - LTU
Lithuania,Effective average tax rate,Percentage of taxable income,Regime 1,2017,13.09,IP taxation regime - LTU
Lithuania,Implicit subsidy,Percentage of investment,Regime 1,2018,-1.04,IP taxation regime - LTU
Lithuania,Cost of capital,Percentage of investment,Regime 1,2018,3.11,IP taxation regime - LTU
Lithuania,Implicit subsidy,Percentage of taxable income,Regime 1,2018,-11.91,IP taxation regime - LTU
Lithuania,Effective average tax rate,Percentage of taxable income,Regime 1,2018,1.18,IP taxation regime - LTU
Lithuania,Cost of capital,Percentage of investment,Regime 1,2019,3.11,IP taxation regime - LTU
Lithuania,Implicit subsidy,Percentage of investment,Regime 1,2019,-1.04,IP taxation regime - LTU
Lithuania,Implicit subsidy,Percentage of taxable income,Regime 1,2019,-11.91,IP taxation regime - LTU
Lithuania,Effective average tax rate,Percentage of taxable income,Regime 1,2019,1.18,IP taxation regime - LTU
Lithuania,Implicit subsidy,Percentage of investment,Regime 1,2020,-1.04,IP taxation regime - LTU
Lithuania,Implicit subsidy,Percentage of taxable income,Regime 1,2020,-11.91,IP taxation regime - LTU
Lithuania,Effective average tax rate,Percentage of taxable income,Regime 1,2020,1.18,IP taxation regime - LTU
Lithuania,Cost of capital,Percentage of investment,Regime 1,2020,3.11,IP taxation regime - LTU
Lithuania,Implicit subsidy,Percentage of investment,Regime 1,2021,-1.04,IP taxation regime - LTU
Lithuania,Implicit subsidy,Percentage of taxable income,Regime 1,2021,-11.91,IP taxation regime - LTU
Lithuania,Effective average tax rate,Percentage of taxable income,Regime 1,2021,1.18,IP taxation regime - LTU
Lithuania,Cost of capital,Percentage of investment,Regime 1,2021,3.11,IP taxation regime - LTU
Lithuania,Implicit subsidy,Percentage of investment,Regime 1,2022,-1.04,IP taxation regime - LTU
Lithuania,Implicit subsidy,Percentage of taxable income,Regime 1,2022,-11.91,IP taxation regime - LTU
Lithuania,Effective average tax rate,Percentage of taxable income,Regime 1,2022,1.18,IP taxation regime - LTU
Lithuania,Cost of capital,Percentage of investment,Regime 1,2022,3.11,IP taxation regime - LTU
Lithuania,Implicit subsidy,Percentage of investment,Regime 1,2023,-1.04,IP taxation regime - LTU
Lithuania,Implicit subsidy,Percentage of taxable income,Regime 1,2023,-11.91,IP taxation regime - LTU
Lithuania,Effective average tax rate,Percentage of taxable income,Regime 1,2023,1.18,IP taxation regime - LTU
Lithuania,Cost of capital,Percentage of investment,Regime 1,2023,3.11,IP taxation regime - LTU
Luxembourg,Effective average tax rate,Percentage of taxable income,Regime 1,2000,32.69,Partial exemption for income/gains derived from certain IP rights - LUX
Luxembourg,Implicit subsidy,Percentage of taxable income,Regime 1,2000,0.0,Partial exemption for income/gains derived from certain IP rights - LUX
Luxembourg,Cost of capital,Percentage of investment,Regime 1,2000,4.26,Partial exemption for income/gains derived from certain IP rights - LUX
Luxembourg,Implicit subsidy,Percentage of investment,Regime 1,2000,0.0,Partial exemption for income/gains derived from certain IP rights - LUX
Luxembourg,Implicit subsidy,Percentage of taxable income,Regime 1,2001,0.0,Partial exemption for income/gains derived from certain IP rights - LUX
Luxembourg,Effective average tax rate,Percentage of taxable income,Regime 1,2001,32.69,Partial exemption for income/gains derived from certain IP rights - LUX
Luxembourg,Cost of capital,Percentage of investment,Regime 1,2001,4.26,Partial exemption for income/gains derived from certain IP rights - LUX
Luxembourg,Implicit subsidy,Percentage of investment,Regime 1,2001,0.0,Partial exemption for income/gains derived from certain IP rights - LUX
Luxembourg,Effective average tax rate,Percentage of taxable income,Regime 1,2002,26.52,Partial exemption for income/gains derived from certain IP rights - LUX
Luxembourg,Cost of capital,Percentage of investment,Regime 1,2002,4.22,Partial exemption for income/gains derived from certain IP rights - LUX
Luxembourg,Implicit subsidy,Percentage of investment,Regime 1,2002,0.0,Partial exemption for income/gains derived from certain IP rights - LUX
Luxembourg,Implicit subsidy,Percentage of taxable income,Regime 1,2002,0.0,Partial exemption for income/gains derived from certain IP rights - LUX
Luxembourg,Effective average tax rate,Percentage of taxable income,Regime 1,2003,26.52,Partial exemption for income/gains derived from certain IP rights - LUX
Luxembourg,Cost of capital,Percentage of investment,Regime 1,2003,4.22,Partial exemption for income/gains derived from certain IP rights - LUX
Luxembourg,Implicit subsidy,Percentage of investment,Regime 1,2003,0.0,Partial exemption for income/gains derived from certain IP rights - LUX
Luxembourg,Implicit subsidy,Percentage of taxable income,Regime 1,2003,0.0,Partial exemption for income/gains derived from certain IP rights - LUX
Luxembourg,Effective average tax rate,Percentage of taxable income,Regime 1,2004,26.52,Partial exemption for income/gains derived from certain IP rights - LUX
Luxembourg,Cost of capital,Percentage of investment,Regime 1,2004,4.22,Partial exemption for income/gains derived from certain IP rights - LUX
Luxembourg,Implicit subsidy,Percentage of investment,Regime 1,2004,0.0,Partial exemption for income/gains derived from certain IP rights - LUX
Luxembourg,Implicit subsidy,Percentage of taxable income,Regime 1,2004,0.0,Partial exemption for income/gains derived from certain IP rights - LUX
